frequency_hz,T6-O2
0.0,0.0
0.2615062761506276,0.5787381655495477
0.5230125523012552,0.8150055680254663
0.7845188284518828,1.009690895466138
1.0460251046025104,1.2499090080479014
1.307531380753138,1.3986531590990854
1.5690376569037656,1.5694045200541726
1.8305439330543933,1.511890433394239
2.092050209205021,1.6342921815368707
2.3535564853556483,1.5307524531340337
2.615062761506276,1.6003672941712386
2.8765690376569037,1.364590800225958
3.1380753138075312,1.5389434485056859
3.3995815899581587,1.5100474330640676
3.6610878661087867,1.5407866911707035
3.922594142259414,1.3754361705681561
4.184100418410042,1.56588213553086
4.445606694560669,1.499351080243293
4.707112970711297,1.8592935704105809
4.968619246861924,1.7451162188834661
5.230125523012552,1.9014962188476408
5.49163179916318,1.5870666469903656
5.7531380753138075,1.4815450363882507
6.014644351464435,1.7843563799221194
6.2761506276150625,1.710596949196066
6.53765690376569,1.577870934179155
6.7991631799163175,1.6891784288711762
7.060669456066945,0.9071597864524843
7.322175732217573,1.3752805811013302
7.583682008368201,0.6819215423281162
7.845188284518828,1.559442372121906
8.106694560669455,1.4997202201321342
8.368200836820083,2.025375142780773
8.629707112970712,1.439426797771111
8.891213389121338,1.8142714589321438
9.152719665271967,2.07916502644119
9.414225941422593,2.4790975677817944
9.675732217573222,1.1014517101806724
9.937238493723848,-3.100773582639542
10.198744769874477,-2.8812953782589643
10.460251046025103,1.578622831761902
10.721757322175732,1.5143463224459732
10.98326359832636,1.1883203013042627
11.244769874476987,1.4093042312054025
11.506276150627615,1.4341072625042715
11.767782426778242,1.2093745606715773
12.02928870292887,1.85556130140883
12.290794979079497,1.5634314680509949
12.552301255230125,1.2064988264823986
12.813807531380753,1.482920830375889
13.07531380753138,1.642920418425596
13.336820083682008,1.9142933805516638
13.598326359832635,1.8834111723237406
13.859832635983263,1.5752939745654635
14.12133891213389,2.323858159314526
14.382845188284518,2.1005647870619706
14.644351464435147,3.13029047072481
14.905857740585773,0.7178650873941574
