frequency_hz,T6-O2
0.0,0.0
0.12218963831867058,0.2704172464640116
0.24437927663734116,0.5408344929280232
0.36656891495601174,0.6736608463096675
0.4887585532746823,0.7840575407216803
0.6109481915933529,0.8804716018862592
0.7331378299120235,0.9714389396346865
0.855327468230694,1.0747352915415522
0.9775171065493646,1.1869779678016525
1.099706744868035,1.2804429979997574
1.2218963831867058,1.3499441751282677
1.3440860215053765,1.4225216289100118
1.466275659824047,1.5023057447814991
1.5884652981427174,1.5651317237822713
1.710654936461388,1.5382580840721556
1.8328445747800588,1.5129672816183677
1.9550342130987293,1.5701598872998712
2.0772238514173997,1.6273524929813745
2.19941348973607,1.5917832021339464
2.321603128054741,1.5434039350991895
2.4437927663734116,1.5547739965222385
2.565982404692082,1.5873017521583908
2.688172043010753,1.5344512851112673
2.8103616813294234,1.4242839692697775
2.932551319648094,1.4019155607081286
3.0547409579667644,1.4833823895230944
3.176930596285435,1.5346500033960808
3.2991202346041058,1.5211482483803491
3.421309872922776,1.512601525868627
3.5434995112414467,1.526964541875442
3.6656891495601176,1.5378772978463182
3.787878787878788,1.46061674178765
3.9100684261974585,1.3833561857289818
4.032258064516129,1.455300607488
4.1544477028347995,1.5442870896504364
4.27663734115347,1.5423393769638032
4.39882697947214,1.5112525300161421
4.521016617790812,1.603146812989482
4.643206256109482,1.771331085032457
4.765395894428153,1.8338464187505785
4.887585532746823,1.7804966885160127
5.009775171065494,1.7697273430225005
5.131964809384164,1.8427963948141675
5.254154447702835,1.8726043520298659
5.376344086021506,1.7256861356586257
5.498533724340176,1.5842816191445617
5.620723362658847,1.5349763113558903
5.742913000977517,1.4856710035672187
5.865102639296188,1.6111944679306116
5.987292277614858,1.752684030207434
6.109481915933529,1.757606869854313
6.231671554252199,1.7231425415189723
6.35386119257087,1.6711553963464656
6.476050830889541,1.6091387441684757
6.5982404692082115,1.6036577144743742
6.720430107526882,1.6556664949854065
6.842619745845552,1.5592242067683617
6.964809384164223,1.1938235116792761
7.086999022482893,0.9542921831766602
