frequency_hz,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2
57.91788856304986,-36.79222358421808,-16.73914464451293,-11.950539617348387,-20.911591183746438,-29.911325708965855,-35.651397286753216,-29.131896208609394,-36.973910235900014,-12.682386896297356,-15.15585959576768,-18.101277876874164,-23.87992053758717,-20.697752500967358,-27.83683545101633,-41.00671471845866,-35.54872606211711,-22.339106148678002,-21.216589859118145,-25.515214535140863,-19.356514506102947,-20.736354376731743,-34.55560542047998
58.04007820136852,-38.89008762164594,-15.901102772001844,-11.815279537407992,-20.00228420051166,-31.54456218911364,-37.68873143826381,-31.18640426447846,-34.84830663033462,-12.28511332241071,-15.014758121612514,-17.84825776798486,-24.55610330594992,-22.61981347132179,-29.037334004176955,-38.63872448628622,-33.568745390204256,-21.412738414195715,-20.962390664228526,-28.32041746239334,-27.152153596602272,-27.593559329166187,-41.550818672880006
58.162267839687196,-37.27420080391955,-14.895280911437698,-11.489859548384347,-18.639822934469375,-30.695844654495897,-38.56729907596669,-31.980982059361086,-34.11517847625961,-11.665198508087798,-14.581277510800275,-16.965120981997636,-23.695129272765648,-24.286560931069648,-30.355908596881235,-34.97599748367305,-30.358738673269166,-20.16514422937685,-20.422572564094253,-27.863009304315796,-24.427297907686427,-30.469630305277477,-45.44592180453328
58.28445747800587,-37.1694396824797,-14.890808474607217,-11.260667389062059,-18.37011816003332,-28.897003870714283,-39.209561122637,-33.82539440615229,-35.03101370405365,-11.40160939330683,-14.848382492224802,-17.425170698051872,-22.304420498694647,-23.742727234650552,-29.876231718500396,-35.09921915116133,-29.566116170778304,-20.82103203372564,-20.296551286852125,-26.38200402835642,-16.419201365132885,-29.708391436067615,-45.759761218647746
58.406647116324535,-37.85971487714941,-14.664629600284856,-11.733121599786578,-19.44924071527945,-30.20118116664463,-39.415445983541076,-30.77657554511817,-36.004586926472086,-11.540809101426666,-16.236880059147893,-16.81824667602924,-22.696382931024438,-22.364948003485257,-28.053590984944915,-36.43488479610221,-30.282871270207938,-20.829314036498502,-19.635827049018015,-32.94459140569216,-20.154569377076538,-25.269408773616973,-39.48523441827431
58.52883675464321,-36.48963147026564,-15.615717924154053,-12.470430380613886,-20.870724428326437,-29.22705766098114,-39.08387409928034,-27.193163194989562,-36.22906192518515,-12.81190729228377,-17.62729334237921,-16.555236644387552,-23.602222417227967,-22.628023852492372,-27.10827425329778,-38.65175240793301,-30.526056247604306,-19.848660389672393,-19.87775151718769,-30.497141034804912,-18.62807690568855,-27.151962658399743,-41.62751335539657
58.65102639296188,-35.549852986171324,-16.914720272203308,-13.061477593931626,-21.714088430342944,-27.915582210057295,-39.61154707989074,-27.350921125095372,-35.46369429214802,-14.354749063721107,-17.302174733626437,-16.403986913394426,-24.47692376695131,-22.824913207137318,-25.56532819588095,-39.129100865542455,-29.787152115350878,-18.54178773143714,-20.35563759884801,-26.46769751417511,-17.73228357823214,-28.397485327589504,-43.15010838008448
58.77321603128055,-33.404489310010575,-16.768251574552902,-13.85456005981627,-22.89385767777384,-28.75833124951643,-37.68178865110108,-25.74468220446305,-33.839261113139756,-15.150252387092184,-16.82867831909051,-17.429262436980284,-25.30850435255141,-21.488395585033636,-25.09783360695019,-38.03582805766708,-28.590298995800808,-18.27375657562126,-20.87822540879848,-26.73317242306022,-21.527773781793403,-24.24534243119545,-37.93732510969901
58.89540566959922,-35.87870814491175,-16.464708247129213,-14.033014111809274,-23.01944809081274,-32.01271323715271,-35.46244572149118,-26.487499143592313,-33.00073814214397,-14.891503154821235,-17.006020260445382,-18.683997540801762,-24.59776101331288,-22.52086696652562,-25.724060706349118,-39.62718191083617,-28.795605225947423,-19.653294922085948,-22.11127552956328,-34.719743780309486,-26.59110161376393,-29.999431884682085,-42.76568048226182
59.01759530791789,-35.499827719048284,-15.799011741157384,-13.789369454258939,-21.355400999437133,-31.920071334608043,-34.485066510039104,-30.00767348047264,-33.571921373577574,-14.202783398135631,-18.605093628092046,-18.617096068688017,-21.925434611201393,-23.226462323659256,-26.46571290123047,-39.55300222459417,-30.00907437785982,-20.78491559923184,-21.734564783363087,-34.53803043480747,-27.124515791348564,-29.59806708406538,-43.182361293510205
59.13978494623656,-33.455449921738854,-15.906523554852232,-13.924979086054043,-20.159539437049308,-28.82835268067351,-34.94319520318426,-31.283958891862337,-33.9260108488697,-14.065934359816252,-20.31582873025717,-18.779464889317353,-19.242083283712187,-22.14342414501297,-27.058106514689456,-39.118790656775865,-31.94416184681762,-21.615539035791482,-21.290811492147277,-26.620197181346512,-23.299860666408325,-23.094248337578662,-38.653297212437366
59.26197458455523,-32.723682858709715,-14.914174211314633,-12.600187529784721,-19.58037179897409,-29.07382008798086,-36.729417546810204,-28.53791147434261,-32.3960874899074,-12.951547795031148,-17.75993304132876,-16.386286255993276,-18.866142866424166,-22.08613801195021,-27.231081481877663,-36.06767705408394,-31.7293017639668,-19.44971180216048,-20.389640686942823,-25.16720491457247,-21.130580884428486,-23.84350134029028,-36.07224195708806
59.3841642228739,-32.177619745030015,-14.783899683455274,-12.029953311443172,-19.97970116979385,-27.357207081736007,-37.496231698452846,-26.749537990230895,-32.61518832194209,-12.645921693944588,-17.37173527613542,-15.798774924369578,-20.152528762646902,-21.94366045832629,-26.616501666186878,-33.26163476398413,-31.348809478322785,-20.114722595028937,-20.36621779380899,-23.66225633677459,-18.135297657553092,-24.51717064769736,-34.64154364046436
59.50635386119257,-33.45150917686305,-16.370096564830906,-13.692492307942688,-22.337050352416334,-26.15181059709752,-38.318850889071065,-27.52144855053305,-33.42991622585097,-14.74033386212103,-19.116797565352513,-17.564238423834748,-21.982701887595503,-22.4381529929966,-26.44083687085887,-33.412133819755894,-32.33033431430156,-23.101904041455434,-21.97711571585938,-22.145600013228034,-15.798440596130519,-24.577865021694645,-34.24330748753093
