frequency_hz,FP1-F7,F7-T3,FP2-F8,F8-T4,FP1-F3,F3-C3,FP2-F4,F4-C4,T3-T5,T5-O1,T4-T6,T6-O2,A1-T3,T3-C3,C3-CZ,CZ-C4,C4-T4,T4-A2,C3-P3,P3-O1,C4-P4,P4-O2
0.0,5688.201590104286,6336.451863249863,5517.9817033125855,6042.390556897281,5451.363387300826,7277.8703515925845,5127.559316375964,5956.062108044846,6959.97802958948,7433.3910521323705,6887.252889133495,7216.445264846426,7062.586747711048,6560.996623329786,7808.185183558559,7340.986446896547,7307.189016522292,6922.770792608497,7598.208082646111,7690.4467049394225,6655.089790640372,6892.935610385117
0.12218963831867058,6954.901590047443,6963.633307311155,7196.726945513841,6955.005515068713,6933.982598029587,5935.363383355181,6942.653924909026,6631.800615340292,6835.074452700422,6525.693606020938,6489.664192307569,6613.806825449407,6286.234001196872,6272.912362821108,5816.141926326879,6561.334463888528,6573.192457854869,6931.454891496011,5904.227935791102,6302.083637396404,7011.2680643951035,6601.753786833072
0.24437927663734116,6344.557628541615,6240.676313073558,6336.392819496887,6518.107211318429,6003.799021766494,4977.242460085185,6142.712660681743,5945.678215773492,4761.043895120663,4931.48917473294,4830.601799891198,4938.9340879011315,4787.871117493295,5043.170938913089,5221.888963560824,5187.342201771629,4995.617997643977,5715.7812640979155,4889.447659204133,4507.201266013304,5206.760928233833,4881.597672872009
0.36656891495601174,5477.876968501648,5213.382150135989,5731.115613952824,5490.023244170128,5220.970387233583,4206.076979240811,5251.42784837965,5113.872751173234,3835.0228191620504,3291.0755397493504,3536.3218213343607,3881.5094124271072,4107.655998974337,3938.985806919396,4054.5746143563133,4210.627028473669,4347.179399000269,4103.651964278744,3734.942688708567,3207.3121161270005,4023.0101360734607,3323.467418344203
0.4887585532746823,4303.272405342352,4570.881423216861,4709.083488555745,4430.850317862661,4349.773791059423,3974.7440072372347,4429.639151805287,4369.162406256229,3386.172157819558,2926.0271684629497,3329.234686265903,3150.3920406842135,3552.0699130492117,3094.1673781886893,3513.0900509912076,3344.9161785184842,3614.857259883303,3479.860511047249,2966.256321232497,2929.2913800877377,3214.755900883149,2722.984488090223
0.6109481915933529,3825.897802193432,3905.809260878973,4074.945645610412,3760.4553805631226,3766.4650589108473,3328.494153104456,3989.220039966899,3388.0316045855648,2586.8723971786594,2640.607929899857,2912.1360520512158,2355.9110969015373,2995.5290610837546,2660.642439417239,2753.2266660667933,2810.198158192135,3132.965417147909,2644.2816944811216,2361.831296319599,2193.195106976681,2382.4858584695526,1951.1883624790999
0.7331378299120235,3316.959976802176,3486.2714367754684,3495.674055472859,3235.24030950275,3280.737480157875,2761.901241864941,3448.1612552406505,2906.723892613243,2045.8907589795222,1847.8710275491044,2510.4021918023464,1870.173994958765,2368.5054981701687,2295.361451780203,2241.001205799344,2365.526153829213,2340.4972438836967,2105.037245120611,1981.341686559963,1786.9148372433924,1948.829944425245,1605.850760392771
0.855327468230694,2965.9217724698487,2901.362995422431,2971.2997829788155,2919.895804409774,2778.6870133162984,2280.1641860547293,2984.0455412782057,2809.6329123419205,1790.9237915191059,1649.7958674526622,2115.320346107176,1666.8955521424634,1953.381454199436,2014.6554620444317,1743.8269691965772,2039.65367763078,2051.924492508077,1917.8618580103698,1504.5293842166336,1328.1397263461758,1638.0084769431912,1417.105711689409
0.9775171065493646,2480.006918676084,2352.550598012474,2424.329210786821,2375.0369671883404,2306.4166732152976,2062.3982532490995,2628.837002401337,2199.7215231392515,1946.258675355948,1478.2296747364553,1837.803030208124,1508.4117272558328,1970.3792887062107,2068.728596905646,1458.7471267906521,1693.7173536237926,1955.6980447723397,1849.865921697971,1471.4895376458633,1362.876912742314,1320.159307348546,1252.1211987858067
1.099706744868035,2115.0242979645163,2152.5655046349775,2101.8895464265174,1962.2059152344161,1955.7838586521736,1779.1936065125863,2384.5381979623317,1760.2178274258122,1539.8310028970745,1296.0241285032726,1490.720739124107,1343.5236455360011,1752.9549926418138,1526.9500095779845,1313.7663990157114,1847.9294032038906,1682.6932165411638,1558.8333702960806,1232.2132974301016,1204.3500118542822,1329.6796708685313,858.6675303470449
1.2218963831867058,1825.277147263605,1945.2865300328956,1893.8962842159974,1801.473898518524,1768.9953890518987,1642.7084114008542,2063.2329234708736,1581.7033889668107,1209.005731956185,1278.7258818122102,1300.9516308800883,1251.3372411398502,1533.326338314057,1149.3350815775557,1277.4640469903406,1519.7191127705848,1514.3727984917548,1343.4862932372946,1089.068926036097,1283.4276895617722,1175.3220038969882,944.3502869440306
1.3440860215053765,1711.2362904696593,1868.4747595140343,1803.8069329367038,1686.0447264967793,1686.2252904432696,1580.444127516235,1935.6490142465232,1621.5444495070485,998.5786229965897,1257.8050747425682,1134.7978546355275,1059.7132577469945,1356.9113980158772,1051.3406833853733,1226.4822909663594,1469.328637934596,1432.2830166347685,1192.5972923431705,928.9124471427576,1135.1752774456836,1057.710988042247,810.7446214896183
1.466275659824047,1585.763781778695,1600.739343969356,1603.0096099271555,1503.0807301595676,1515.0924776735055,1348.6145215314286,1801.7758909793092,1560.8535506952624,1109.812742738175,970.8120251679541,996.9192395439803,1023.718337776352,1252.5364015068437,1100.7793092759246,1001.3780159643367,1455.5191868331722,1246.218309531414,1163.724022652773,963.6094724987038,959.7045167936074,1148.7269376754423,801.8241789463286
1.5884652981427174,1517.9849696655765,1575.7368466693617,1446.6397092257369,1543.8353080283187,1407.7977842951211,1346.9752908691669,1579.1502554340698,1416.5269796761916,1039.2450893038172,894.6731312439254,860.9471465200648,953.6377060715016,1177.4297726259952,909.9767678162794,881.6463451438067,1263.4320578811275,1226.4050237105457,1035.750363522935,921.0712159408525,911.2790321374163,1025.166097971864,708.8263620169337
1.710654936461388,1492.3537454309917,1458.6934086644276,1314.1977255648915,1452.191797481496,1324.6832794541965,1195.4029546043294,1505.1687289026193,1355.5312150565107,893.2133608295061,774.0931561635134,761.795498476396,862.8139809097347,1026.334248858679,903.4985840665456,796.9829331134184,1058.3132892404278,1076.2094370699049,927.5117761068971,832.6481037871008,823.5780118308134,1045.5168658206524,633.3257004202145
1.8328445747800588,1331.7098739418327,1219.7175646048502,1161.7093366451948,1280.5210255991412,1242.354891973516,1107.9477138751417,1373.0681556091,1273.8932166339098,826.9194918631595,712.7646333534998,723.5047419759471,757.1737244426557,818.9341835081469,863.803975898857,791.6643952295746,868.6882175427886,914.1525746852568,824.2607116175592,702.0320135061021,743.7716159452812,904.2454166592541,582.2364822937947
1.9550342130987293,1185.2644979628365,1171.532040806232,1049.4260386891635,1200.675257763542,1126.1746980799683,1091.8316788918867,1200.6194860093722,1342.8833699207084,757.9623409952791,640.1974818364895,715.0028332944148,815.3542192011172,771.1663465147882,779.3594072924307,721.1602372212836,784.6097624827793,900.1959113521929,858.5238509510284,625.2616675078101,691.4052181979548,845.4822031774114,630.1794347223471
2.0772238514173997,997.9374443241493,1037.424336805148,1001.9596389600864,1083.5666634984534,970.9559344362605,984.3533069973141,1056.0568852085216,1200.4188620164368,644.886924637659,697.1777248486957,689.5321012425186,728.5086631122266,815.1446581144717,781.9404974968649,744.8279065898514,910.6543261523598,906.7000859453474,801.8488997847574,619.9419022207358,599.2939989096342,827.4874203053324,529.4771630430843
2.19941348973607,944.0872665637022,972.595136235736,987.7558676702131,1047.3438200227606,1026.3580243163622,980.2520104505084,1084.5378931250411,1186.4736985774127,601.2393418721391,605.2729373086618,610.4893100815101,630.9391648474384,694.6756121802307,781.3091083100375,720.4558974628109,758.0798611892388,837.8032618863314,780.3201855880551,626.5797606454574,585.6674571741128,772.5698017950123,584.5622835113284
2.321603128054741,945.2835934332785,905.8406736914751,956.3628881742751,944.2259092846698,946.9306044734992,849.8765783506022,1055.1603556392815,1076.7938145628225,595.1848033172719,650.18350302651,616.7991889642735,615.3105648954424,705.8097739795998,726.1376510984063,643.7791417575376,713.4982773140542,864.3093891403728,753.155499741783,599.8475443378229,639.1686751219316,705.5455947562109,583.9939951940408
2.4437927663734116,892.0114452129221,888.9966497152292,886.0882133094722,877.539294927796,858.1293126386252,813.8518663208858,1010.9412018945823,969.6446925447339,554.1135832714157,580.736694743753,607.5419920506389,585.8610753770254,692.5201921728124,752.2044784665003,682.0023934925987,691.2521460473918,748.1393839135608,672.4034249928278,484.9208898703674,526.8971070293992,677.3719437611625,506.88081787294374
2.565982404692082,863.4733538614522,800.6087900003987,841.8732560830737,829.4710336353353,810.9388817880607,676.5571825032395,1030.9259558630115,1010.4839031915966,522.6718601797534,601.5083704842068,570.9541648358631,482.38922931440123,730.5849783676961,673.606578155973,631.2130506010539,627.1598702501642,631.4402568713497,681.4264910670073,393.64649315390824,474.27462796579346,579.2419640060626,379.5637046694533
2.688172043010753,815.9983907449607,837.5852058421242,858.5880123629164,701.911659575099,795.5188132592332,704.601536314818,1012.4626308148739,904.8395501709566,504.19012037911284,622.7027976835446,503.49633556801575,471.96950357447093,622.8148750492418,671.9628828638719,643.9272545378346,686.1376327971117,659.6280459689066,656.0537643296923,426.3902616153419,468.8873394689528,571.1853312146268,352.3859121799167
2.8103616813294234,815.5385829685235,794.4799962678513,802.6122833521523,686.5459359599796,768.8990868480792,689.34671784678,955.706215432333,876.8961643094636,536.2774681074,672.6050214794552,512.4551291416877,431.5961584518112,599.0591816529219,601.5121871384686,628.4354206776583,638.367293763287,597.6874297712078,585.4074286641916,463.08144053456147,490.06573529544664,574.3587305148876,336.53864879589406
2.932551319648094,743.6313172598403,710.9137636889584,747.2681456573991,632.0099635661531,685.4733709860407,647.5638602294662,869.8184819430949,816.8693175184842,496.67415939888383,569.1039213644066,550.0482832447711,441.36792511924085,597.0490077335359,560.8250529439922,600.3086597864597,656.730051318556,585.3576613386808,586.6107620832529,394.64061955723827,552.8611328807714,557.7829760572109,354.3923447732633
3.0547409579667644,689.338006119611,679.7484011822372,705.949562580607,612.3349792825475,637.9320723988566,653.9807940959123,796.3030868593323,773.5997122712677,476.86460466177664,465.177879714031,495.51620406905647,414.5486894625811,508.30245301916557,642.285724951363,556.0461989435997,565.7010297124882,608.4328822109975,478.0126110285664,367.4174841106074,454.4414690798884,488.60261424773813,307.46831491712214
3.176930596285435,665.9707935871256,678.33934193453,674.2749023864287,626.5732750175968,628.6657402452753,647.4216527490997,744.531501050601,819.6434773742183,462.8628080173405,545.8763546391647,473.3293911326363,443.75557259269635,530.796029582378,553.2690236334872,560.5243449153801,560.0826286772674,600.0464583494786,474.02440192471704,377.70712018686896,493.7618879342544,530.1303577192025,333.0782734535315
3.2991202346041058,649.0549111933258,724.4405646290021,618.726448363544,644.5370277149968,578.1409886528871,610.5767084227027,695.8934325359413,820.4702345953042,399.3954599790206,563.5578277171066,431.98084723935057,393.5023257067815,496.26127391920426,503.6725777505009,510.23697965596006,467.59024078996515,590.7611288257143,445.18321136348254,375.79351864218137,497.1720432806617,459.60784606529785,281.0809686198921
3.421309872922776,614.9974582969791,733.3954606503843,611.0167138344168,567.8793216757527,557.7479970669325,531.7403091717849,647.5086009488642,766.3482752956639,377.7722744738857,495.4263161043343,450.7000416515948,326.7819867587588,461.52518532572384,481.0937716650528,492.91260036601034,503.915203187441,578.1288857951482,418.4193128164521,368.5355841575372,469.1684005459549,488.21400516811315,220.721448703675
3.5434995112414467,620.6541240271405,670.249589848827,565.1935596397776,543.5820183716664,557.55163208376,539.7957155442291,614.6060620842786,712.3921162345173,358.72130130682007,470.01283466498325,447.2057107906084,349.98840070581224,543.1308678046067,543.08041448769,479.8700411118857,519.1096766691904,565.631376913601,383.4537297473082,347.76135866544683,431.05979290741533,499.49490795702934,310.2143225563368
3.6656891495601176,586.7793784825042,596.7990765570217,574.703255464086,463.63532110684116,576.3042181893458,548.6271909026248,636.0527022439247,730.2965894611057,393.6802110632433,457.0399132933293,484.4991658770444,344.5097146211313,453.86323421702645,539.2711310789922,432.7774712465645,469.83406108813847,576.7836401185739,413.2370418788935,328.17000847746635,424.1319548167576,446.9868426683726,334.43474760099076
3.787878787878788,550.2856712035842,549.5050581094116,545.5760099609386,469.63537643366027,514.7381572152389,501.8326768185174,615.7304657176896,673.0193860967681,353.1338820072227,439.7796629821606,478.30387677054443,370.21075925711443,464.4649180568366,495.277515893119,403.3016661901129,482.488997273273,529.9419780772115,438.60463632791704,340.7586068349119,403.2504509387193,469.7188471341268,297.3753209396118
3.9100684261974585,495.06245859495016,505.7761701932035,502.22543345429455,463.26419825808955,496.7664388202121,519.1461844107214,587.03562854684,660.2610284625696,366.4403211932392,391.4965231576213,495.3387847459384,356.1996671178265,457.6965422607793,528.6768865652617,389.162625739905,456.70795274799434,466.2576242932961,436.1269263525613,348.51875915979576,375.69237734188084,465.149764067469,278.11743094240484
4.032258064516129,497.3762450431068,522.7997161642578,469.924479559408,470.07366919844856,493.2120330198734,469.0040422296836,594.5048163310845,574.4468739782171,368.44027628831276,433.71117277041407,498.62913132814543,335.0363724505057,420.01956511395576,543.9958057354207,479.4933643766048,453.46446629362663,483.2555680389826,381.871976011696,279.7055686089255,346.86413852603846,436.26572948682826,244.01270953655748
4.1544477028347995,472.48470110553114,559.6817056403221,465.2768671973478,434.3393049306655,454.7445037573801,465.3979014589975,567.1381839214228,588.1474681792121,359.9572849890362,408.04402706833025,446.96116083447396,360.20066765863777,413.392640826781,513.8562238747811,424.0120607461318,434.08804313263306,487.89424095601004,362.17140763966887,303.68961301614775,367.42970185553526,428.3314953585412,292.43307692874333
4.27663734115347,430.07967019131934,537.7463287863665,426.22855374769364,480.4675565432186,409.47718698364525,433.03030996443476,505.5363375911869,608.8612065541213,310.56058612931866,468.74015792223486,488.37648941106465,325.07334339924364,391.8197859840699,456.4919425654612,440.00533598560224,415.17100589016036,454.4681440420908,379.7214604805806,302.61637338003,399.1904057710676,428.00479001872117,313.94593869721655
4.39882697947214,429.5433229788035,500.694056467513,393.68236634857834,470.38013285913405,407.846522070938,468.03452555317165,476.5179640916835,657.7187384934927,335.05506051859527,451.4371307809256,430.358081779078,328.9189053876484,481.36284254674143,469.54869399951605,423.2139046929009,392.9679212612741,459.24534813395366,341.3292628604585,288.268270269397,387.68003002850384,377.0900331717296,284.94604894946036
4.521016617790812,434.24219767594116,474.59051082476054,383.6081659373933,420.4085058709836,381.49870884704103,408.2622227651554,458.4540743762715,595.2123279966702,309.39203112094,445.990669333336,395.7587776410212,306.89051992263074,429.4318419772628,401.6913212163065,367.75005341541504,378.0764758631959,443.12871124338307,385.239175336184,274.5203469812286,361.13318536723835,337.60501098894497,254.54814945819194
4.643206256109482,434.67371048283695,445.4276475031043,411.158837768092,395.5332063118776,376.5093260306719,479.63146721576584,480.94729789409143,594.3052374319143,323.2519206527792,429.01509865199074,340.1653126688881,303.039875582021,417.5066048245142,417.7819765973019,338.5063243505304,382.80937354389437,382.0274139248224,350.3997606001672,259.8265461371574,365.12406122149997,281.4848081445602,221.95682654906406
4.765395894428153,411.84298639925834,433.28731561965554,389.03618958977495,409.88335480017236,376.04147528613277,465.89398459245825,461.50184663571457,545.2917082941203,291.96826564659494,436.7445867912997,357.3695503100525,295.79205346330053,392.0357523358721,378.9498173357715,344.74905595287896,352.26484588733337,390.88234465807204,344.5398544054892,265.70682311634874,351.24797135266095,301.767570982565,218.0601394228317
4.887585532746823,409.9323244549496,457.92104793347,418.1148541232989,377.191773459688,376.9208903244611,476.4914550484726,472.2063977068907,579.5628168457256,331.82457603661834,434.13145540397755,353.82497769857525,276.16208746719167,420.11883940762226,406.4674529901132,357.62161938003317,316.2642690145447,436.11682331004783,371.65434672215923,247.25112296204912,310.1212228761694,312.35538884180886,254.3353126591468
5.009775171065494,382.3785043991795,427.15356328449036,373.995081548718,335.4975296529161,353.70708100725665,456.83017289533564,458.75981321060937,488.08636497059314,316.954438798261,403.7833162279675,342.92701407556456,278.3272394081676,378.46037047290844,487.4851990121283,329.0327123833635,359.0409082559646,469.6554615374473,329.4415718881834,231.5153600787912,310.9955462137739,337.212395779169,222.42742861748783
5.131964809384164,386.5934181112815,389.6276729134759,344.48883054013567,344.2587561922409,368.63139383605613,416.26358909298,403.34155863142536,500.6761758744283,267.47018686924724,391.8948913934354,375.4834022638503,331.95090970498444,379.6476575702627,461.4008599011158,342.12147673893696,346.7762597855796,509.7488352429816,289.9612707333675,240.3130308068759,303.9949180238758,332.1994484348002,207.67576428793018
5.254154447702835,359.93689563875523,378.05245379324793,318.03512639877187,350.7956179835539,346.2865749314791,401.17604287862804,375.43953869731706,500.20327953408247,275.3667608516464,295.03704591536894,409.2398768996377,325.41688860295926,368.0412975951708,382.53127917850816,294.2155310873603,338.9027012610762,507.5084826165014,324.85836212418616,243.3574927098562,308.8038047190945,341.1774563511935,219.72574834643467
5.376344086021506,340.1614485000491,409.5210301944156,325.37473894639095,342.3248153634796,338.7093163395077,386.6002521493405,395.63640439093876,509.8586673000062,280.96385728274305,314.4192069331899,421.86201991812135,301.29335448949143,334.2362725168276,418.69144992440886,272.12153009531266,334.7804384126693,434.5383230511589,347.57014785133885,229.9569473753759,326.37100169974303,325.36304682107124,252.7689434482378
5.498533724340176,321.31141471086005,393.25279130883484,288.51877558349236,337.5268447829664,314.66181025655413,335.99405961424617,377.5818027584456,514.0944688672112,259.5583145697616,331.2419896802666,355.91763865077246,289.29843199621564,390.95596207380663,394.6908872193322,296.65684297638376,283.5020949503483,371.44956418100463,312.57455587436164,219.32761134014603,310.8430780860462,307.6849186116333,231.06535753016988
5.620723362658847,326.258140347892,379.0475279244723,291.9591174294407,312.4332865908165,314.22679802490234,340.66218133789283,361.6773970961697,527.9375383676216,280.1603437448692,408.36745900124157,362.9845920087002,274.30120106194994,371.70302795253264,404.0770292151591,269.9059741785786,290.43789719095764,373.90933767684675,316.3334885493712,232.68862651151193,329.9810549124636,309.6824831273385,221.12340591834533
5.742913000977517,303.7934668012359,305.9968522886497,277.4401575174145,294.6760713589329,288.86301194933264,302.85993900222246,356.14917452819384,483.49707340853007,270.19122619961354,451.9750698803801,368.1534333750432,271.0985323653946,375.70843925221124,398.21757602768474,315.3601364688641,309.9686709805734,365.8276117396851,323.24026105937065,242.77893688671196,325.8371646483913,353.9786455021802,222.94035878603663
5.865102639296188,309.57989962745114,302.57283753461786,278.0854586837718,293.92104391162206,298.50176686407235,314.9053763648278,353.8019505898382,482.7527282546994,266.70774720374766,464.4389178109815,356.2141912624258,263.20428361656474,343.3876234117587,434.2418061729005,299.41246833051775,270.3708238922778,392.40373236202385,344.44458695074985,204.85914987514715,305.01071406648083,296.484349044349,227.14735774386153
5.987292277614858,310.32363058960505,302.8840785676362,283.8244990808687,301.0622045904499,295.85721125361147,356.9138155271133,373.1327664518603,442.5355358407015,290.03263550705356,309.17103037508696,375.20460039092154,228.45522192815403,382.60556628923734,413.2087795300248,322.251017784589,265.3809611169959,377.17046394760035,330.72363798254776,235.86061757945,267.74958079768015,314.22446900245586,227.59988086644583
6.109481915933529,302.10099992924944,345.51214754657343,275.8937204476143,301.9120708912159,268.06255118578684,336.5297633457551,342.47721076325075,413.8513674314685,353.27079996323704,320.922830314355,365.07480776569406,242.96038097328963,350.1215669818792,439.86001310333825,329.1257806707683,259.3723273393212,339.328932155055,392.259400468754,259.24263746436503,271.4714034868826,299.15500306518607,221.34269057103342
6.231671554252199,290.56127338495867,317.32050566926205,265.96169206986076,284.68549445847526,259.5011317773184,367.74889338422395,311.5452000484779,404.25831150822614,323.653689090023,348.37843799832365,299.37866330502726,269.7346376856067,320.1080397893534,464.2654805916974,332.48748827667123,262.53710733676354,345.8006778368132,333.4995172759355,225.7249085603051,243.88239306642367,298.7223189757515,189.65953371563444
6.35386119257087,288.8826141480584,307.14076474947024,259.7281269197589,276.16567195098185,263.47974347100836,344.37730511963827,279.80400946680777,445.4835563784705,305.84667242774685,315.2102959299338,325.90607347786647,305.22043414650153,334.71415368574543,420.12340392131904,352.8326537452485,305.24716100337673,342.58262071383933,357.85866893888254,252.56378759419897,265.96689910833015,279.48337889488,192.17869907413876
6.476050830889541,286.8167916926961,333.8580485757026,261.9150126764707,283.16866489707974,270.8494209499904,345.6537840795989,290.85477352635183,396.21014771644263,256.40237582923754,290.5268851553753,337.6581504370136,311.14402402846304,365.25470176830004,357.7920097902445,291.57618329316017,317.21300057419745,355.74657762743,377.5299351754012,229.62939420253022,263.5886360391451,305.72741163230984,206.37149749018678
6.5982404692082115,276.05171616163886,351.7451079956915,257.72107516741255,283.5259185590611,258.4666207697976,331.16156330009676,268.21931979871397,401.20361600592304,307.25181704851,351.9167634890381,343.3967175509035,317.3415321000527,337.7337881611597,385.5079456188123,339.7737022325405,318.1022691919607,373.7756335942346,320.36913236385965,233.5830484635774,252.44394169464442,314.7703894757001,227.4846711100478
6.720430107526882,265.108783114979,362.5365438000915,249.9642206969629,275.7719517244796,235.43164586040294,277.4365402488091,255.8156308637026,371.0261444841466,328.774638329359,358.97742157159564,369.86207118476096,352.7212614315888,331.3757302003372,403.9586013256636,363.9175906599583,285.6521128497715,369.69306646468004,357.47716381256964,222.64498041555026,247.70870856933922,297.4892345127225,258.575929414497
6.842619745845552,260.8566496520756,340.5734348324156,243.62983389072284,259.4683916431876,245.38229051853415,263.5632249133102,270.45261993366853,406.6288355393966,341.8782504602997,352.1264448127156,377.1492101694007,358.12904436862425,344.127615571378,434.5172415147604,327.9291704458898,301.1604941104759,408.7059639194665,354.54244320949175,231.4260342143909,253.4891793252541,294.6471912179846,270.97538797478666
