frequency_hz,T6-O2
0.0,10000.0
0.2615062761506276,5585.667773472968
0.5230125523012552,3460.007126542835
0.7845188284518828,3067.7978272457117
1.0460251046025104,2846.5680256657834
1.307531380753138,2261.1743102229448
1.5690376569037656,1830.343591532743
1.8305439330543933,1753.636380581764
2.092050209205021,1488.4095362587145
2.3535564853556483,1024.308539101065
2.615062761506276,1028.2221299906155
2.8765690376569037,972.317807484054
3.1380753138075312,826.5731054479468
3.3995815899581587,629.7956476474958
3.6610878661087867,659.9936337779934
3.922594142259414,727.4371559217693
4.184100418410042,660.6676789058805
4.445606694560669,700.6516159857673
4.707112970711297,605.7285844304354
4.968619246861924,480.6046138277314
5.230125523012552,597.7291582550704
5.49163179916318,352.92752907019434
5.7531380753138075,459.99245813596724
6.014644351464435,493.9058978159613
6.2761506276150625,242.14329940322452
6.53765690376569,410.6965890708614
6.7991631799163175,545.7615185625763
7.060669456066945,467.5500323753995
7.322175732217573,421.71762475472343
7.583682008368201,579.5731309065461
7.845188284518828,612.952007762402
8.106694560669455,739.8927051485451
8.368200836820083,706.9265049573796
8.629707112970712,395.1129305865633
8.891213389121338,207.32828773705984
9.152719665271967,338.3395447522862
9.414225941422593,386.9173872095476
9.675732217573222,220.7788652125506
9.937238493723848,86.93342610566606
10.198744769874477,99.73712455016029
10.460251046025103,123.20163733445379
10.721757322175732,51.9987000977608
10.98326359832636,91.63266412100272
11.244769874476987,154.4513784793181
11.506276150627615,288.2661741959632
11.767782426778242,303.15017426164695
12.02928870292887,167.6809633687971
12.290794979079497,293.1002027554765
12.552301255230125,302.9793111217428
12.813807531380753,276.0624986793978
13.07531380753138,188.2897311752322
13.336820083682008,201.36747895604626
13.598326359832635,170.24541223565726
13.859832635983263,114.84624090530865
14.12133891213389,67.73024119518372
14.382845188284518,83.42098815923586
14.644351464435147,69.72502544295082
14.905857740585773,4.435457099989281
15.167364016736402,93.32431279201256
15.428870292887028,50.77570168239125
15.690376569037657,181.48517573679075
15.951882845188283,183.16044923665228
16.21338912133891,149.20924596161618
16.47489539748954,278.5595573006533
16.736401673640167,305.8531182569011
16.997907949790793,393.6689204289248
17.259414225941423,347.4063579205568
17.52092050209205,366.5923505240445
17.782426778242677,329.3424239351707
18.043933054393303,247.74572499072573
18.305439330543933,148.14908288825032
18.56694560669456,89.08453955128536
18.828451882845187,176.87753885520272
19.089958158995817,308.5045298828584
19.351464435146443,322.45521039339343
19.61297071129707,393.16336538337794
19.874476987447697,116.40414911730606
20.135983263598327,164.94974354800416
20.397489539748953,202.0452136460019
20.65899581589958,188.37180353999602
20.920502092050206,238.90440094370018
21.182008368200837,152.15040842798146
21.443514644351463,45.33600221545009
21.70502092050209,259.3518721103079
21.96652719665272,116.10189468565866
22.228033472803347,16.391576567551493
22.489539748953973,96.28973208895202
22.7510460251046,22.08551543834071
23.01255230125523,276.72339798505516
23.274058577405857,224.53852475624504
23.535564853556483,271.20894151396686
23.797071129707113,262.6085911361214
24.05857740585774,113.42317037539594
24.320083682008367,233.30098783442065
24.581589958158993,332.76178400892115
24.843096234309623,304.25919792806604
25.10460251046025,318.6012624734247
25.366108786610877,395.3852464379706
25.627615062761507,360.4377570763184
25.889121338912133,330.09126723837494
26.15062761506276,411.4463303990165
26.412133891213387,341.8193819532974
26.673640167364017,161.81558640532742
26.935146443514643,194.94895357132216
27.19665271966527,180.63811568459698
27.4581589958159,49.0764050174466
27.719665271966527,99.88851338116226
27.981171548117153,114.0873628165233
28.24267782426778,137.26274711393566
28.50418410041841,105.92738563874624
28.765690376569037,91.7602781990513
29.027196652719663,143.70573149453105
29.288702928870293,82.3233773395197
29.55020920502092,303.544237354388
29.811715481171547,113.73904462203448
30.073221757322173,152.02918696408167
30.334728033472803,88.53378096783096
30.59623430962343,109.5286297879851
30.857740585774057,107.41539116177927
31.119246861924683,157.90833680181905
31.380753138075313,88.93541969631386
31.64225941422594,127.82005248088018
31.903765690376567,130.72495752407994
32.16527196652719,113.80523080373855
32.42677824267782,72.71279636540015
32.68828451882845,87.7168223615614
32.94979079497908,131.984520259711
33.21129707112971,130.6569262905274
33.47280334728033,297.686247953304
33.73430962343096,279.5980919620081
33.99581589958159,145.8529252436082
34.25732217573221,158.14462630926712
34.51882845188285,119.49893010548683
34.78033472803347,198.71568148793259
35.0418410041841,348.1452400666547
35.30334728033473,284.61353881338
35.56485355648535,319.8423113528847
35.82635983263598,29.398612263202768
36.087866108786606,316.1492995080688
36.34937238493724,188.27626754960508
36.61087866108787,107.7153111052939
36.87238493723849,101.27207564030428
37.13389121338912,149.17394525883702
37.39539748953975,181.80973006409164
37.65690376569037,112.06041994078001
37.918410041841,247.72303587303782
38.17991631799163,225.88796533637623
38.44142259414226,413.8545571766531
38.70292887029289,319.42184117059014
38.96443514644351,209.8365294961879
39.22594142259414,185.0898848551611
39.48744769874477,122.29734614759681
39.74895397489539,139.5347092565485
40.01046025104603,257.4034475812834
40.27196652719665,98.02020403757784
40.53347280334728,49.88761415528626
40.79497907949791,220.93258168489072
41.05648535564853,80.61585140268542
41.31799163179916,123.27855016740833
41.579497907949786,58.77316489305209
41.84100418410041,164.06966560539007
42.10251046025105,146.17788313516414
42.36401673640167,147.09513440011543
42.6255230125523,105.72846667855694
42.88702928870293,254.06433421365728
43.14853556485355,170.16964786838534
43.41004184100418,287.3622460184142
43.671548117154806,300.2112821164253
43.93305439330544,189.6986910157175
44.19456066945607,39.270662729053186
44.45606694560669,9.27415440677713
44.71757322175732,146.6016749946906
44.97907949790795,47.257101884678285
45.24058577405857,154.86890395065797
45.5020920502092,66.31056508790331
45.76359832635983,58.31644507463949
46.02510460251046,93.55809702490107
46.28661087866109,23.665194664719163
46.54811715481171,193.80321022311324
46.80962343096234,175.05450379349801
47.071129707112966,129.73671369117707
47.33263598326359,182.16763269845592
47.59414225941423,51.67510117700891
47.85564853556485,146.1246259627771
48.11715481171548,25.20404093704766
48.37866108786611,104.98656903368887
48.64016736401673,173.80268986103607
48.90167364016736,199.22992892600502
49.163179916317986,143.8513662974826
49.42468619246862,87.41621406157738
49.68619246861925,203.79872794236837
49.94769874476987,154.78116450692198
50.2092050209205,83.18792528494
50.47071129707113,37.67188678004543
50.73221757322175,163.10748389122213
50.99372384937238,79.47097818096415
51.25523012552301,132.05173504011339
51.51673640167364,219.85948980880877
51.77824267782427,242.55115718144015
52.03974895397489,199.23848684603715
52.30125523012552,88.63312263284384
52.562761506276146,121.80555993784766
52.82426778242677,112.8482432368264
53.08577405857741,179.64381491689844
53.34728033472803,59.09717689902195
53.60878661087866,82.86153646221697
53.87029288702929,186.52426957697864
54.13179916317991,156.4469512251631
54.39330543933054,191.13049499334073
54.654811715481166,278.59092106965164
54.9163179916318,163.32586666945093
55.17782426778243,260.4137007007972
55.43933054393305,345.15455751120766
55.70083682008368,362.8936500604615
55.96234309623431,375.6326003547353
56.22384937238493,217.18169396773442
56.48535564853556,164.16595798877546
56.74686192468619,197.50143527990622
57.00836820083682,133.3973066780958
57.26987447698745,243.15564229035908
57.53138075313807,84.94757363618575
57.7928870292887,85.50945225288565
58.054393305439326,83.32144426453769
58.31589958158995,248.24434474842425
58.57740585774059,200.15389790402526
58.83891213389121,102.72323715196832
59.10041841004184,196.01824321544538
59.36192468619247,144.87228564234678
59.62343096234309,336.8794643626289
59.88493723849372,369.1224144994797
60.146443514644346,384.3019469272474
60.40794979079497,320.5562508075402
60.66945606694561,297.5544822030701
60.93096234309623,140.31919520822203
61.19246861924686,288.85130749827186
61.45397489539749,149.39651615694012
61.71548117154811,133.68952913502798
61.97698744769874,259.5186516576991
62.238493723849366,188.60680334589568
62.5,191.98948998802857
62.76150627615063,167.971794461552
63.02301255230125,105.00538925765171
63.28451882845188,129.76076405060212
63.546025104602506,57.76571934150921
63.80753138075313,288.28347066811176
64.06903765690376,167.06161308769487
64.33054393305439,159.1290602842995
64.59205020920501,135.03875199834036
64.85355648535564,165.54915860748125
65.11506276150628,122.32103680313726
65.3765690376569,47.14006461348301
65.63807531380753,41.7350271570356
65.89958158995816,70.58174144827824
66.16108786610879,154.61655375591923
66.42259414225941,13.365026845814905
66.68410041841004,122.33182597549443
66.94560669456067,140.7754492434425
67.2071129707113,137.1911413453569
67.46861924686192,66.70340006792968
67.73012552301255,70.69536534574316
67.99163179916317,56.59384057025593
68.2531380753138,128.4085914185085
68.51464435146443,152.9135974225863
68.77615062761505,189.6562924139646
69.0376569037657,211.34713208657737
69.29916317991632,112.8190727620153
69.56066945606695,197.84386969747817
69.82217573221757,140.28185492580442
